# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1666059871.251373529434204,0.01037,0.00055,0.00449,0.00328,0.00612,0.00190,0.02671
1666059871.351375579833984,0.01165,0.00085,0.00301,0.00261,0.00001,0.00181,0.01993
1666059871.451377153396606,0.00716,0.00216,0.00293,0.00922,0.00000,0.00806,0.02954
1666059871.551376819610596,0.01561,0.00119,0.00163,0.00610,0.00523,0.00345,0.03322
1666059871.651375293731689,0.01359,0.00100,0.00233,0.00389,0.00082,0.00420,0.02583
1666059871.751375436782837,0.00930,0.00035,0.00068,0.00151,0.00197,0.00188,0.01569
1666059871.851374626159668,0.00465,0.00061,0.01060,0.00239,0.00368,0.00382,0.02576
1666059871.951374530792236,0.01073,0.00063,0.00177,0.00370,0.00009,0.00219,0.01912
1666059872.051373481750488,0.00859,0.00050,0.00242,0.00378,0.00303,0.00203,0.02035
1666059872.151371955871582,0.01210,0.00059,0.00019,0.00277,0.00000,0.00191,0.01756
1666059872.251372814178467,0.00499,0.00034,0.00082,0.00140,0.00303,0.00176,0.01234
1666059872.351373195648193,0.00891,0.00110,0.00817,0.00653,0.00169,0.00422,0.03062
1666059872.451374053955078,0.00651,0.00034,0.00271,0.00137,0.00052,0.00146,0.01291
1666059872.551373004913330,0.00683,0.00053,0.00094,0.00195,0.00010,0.00333,0.01368
1666059872.651368618011475,0.01149,0.00052,0.00171,0.00155,0.00165,0.00162,0.01853
1666059872.751367092132568,0.01021,0.00061,0.00113,0.00243,0.00129,0.00177,0.01744
1666059872.851365804672241,0.00665,0.00033,0.00057,0.00107,0.00000,0.00187,0.01049
1666059872.951364517211914,0.00701,0.00267,0.00316,0.00171,0.00167,0.00146,0.01768
1666059873.051360130310059,0.01746,0.00156,0.00299,0.00745,0.01879,0.00545,0.05369
1666059873.151355981826782,0.00470,0.00063,0.00187,0.00752,0.00012,0.00224,0.01708
1666059873.251351356506348,0.01385,0.00054,0.00135,0.00239,0.01191,0.00188,0.03192
1666059873.351342201232910,0.00340,0.00042,0.00111,0.00168,0.00000,0.00255,0.00917
1666059873.451337814331055,0.01269,0.00076,0.00132,0.00264,0.00852,0.00156,0.02750
1666059873.551336288452148,0.00592,0.00040,0.00084,0.00191,0.00072,0.00354,0.01333
1666059873.651334524154663,0.00723,0.00068,0.00138,0.00955,0.00731,0.00146,0.02762
1666059873.751331090927124,0.00620,0.00036,0.00218,0.00193,0.00201,0.00236,0.01504
1666059873.851328849792480,0.00588,0.00237,0.00211,0.00164,0.00005,0.00329,0.01534
1666059873.951329231262207,0.01189,0.00056,0.00097,0.00150,0.00518,0.00160,0.02170
1666059874.051324367523193,0.00653,0.00236,0.00262,0.00173,0.00288,0.00126,0.01738
1666059874.151325225830078,0.00765,0.00111,0.01051,0.00268,0.00122,0.00144,0.02461
1666059874.251324892044067,0.01364,0.00090,0.00131,0.00263,0.00202,0.00542,0.02592
1666059874.351323127746582,0.01147,0.00051,0.00076,0.00181,0.00214,0.00540,0.02209
1666059874.451320648193359,0.01059,0.00159,0.00361,0.00113,0.00099,0.00126,0.01918
1666059874.551319122314453,0.01512,0.00075,0.00159,0.00144,0.00000,0.00169,0.02059
1666059874.651313304901123,0.01233,0.00065,0.00179,0.00138,0.00563,0.00351,0.02529
1666059874.751313924789429,0.00380,0.00036,0.00120,0.00137,0.00012,0.00312,0.00997
1666059874.851315021514893,0.01355,0.00072,0.00104,0.00171,0.00188,0.00361,0.02251
1666059874.951315164566040,0.01692,0.00066,0.00325,0.00531,0.00220,0.00202,0.03036
1666059875.051315069198608,0.00885,0.00258,0.00216,0.00189,0.00057,0.00171,0.01776
1666059875.151315927505493,0.00774,0.00088,0.00399,0.00381,0.00000,0.00178,0.01821
1666059875.251315355300903,0.00668,0.00260,0.00277,0.00305,0.00218,0.00183,0.01912
1666059875.351314067840576,0.01002,0.00065,0.00342,0.00126,0.01054,0.00175,0.02765
1666059875.451312780380249,0.01579,0.00072,0.00245,0.00268,0.00654,0.00169,0.02987
1666059875.551312208175659,0.01154,0.00071,0.00238,0.00486,0.00868,0.00136,0.02954
1666059875.651312112808228,0.00836,0.00083,0.00375,0.00447,0.00113,0.00140,0.01994
1666059875.751312255859375,0.00933,0.00047,0.00087,0.00177,0.00062,0.00150,0.01455
1666059875.851312637329102,0.01187,0.00152,0.00285,0.00285,0.00173,0.00168,0.02250
1666059875.951312065124512,0.01053,0.00048,0.00083,0.00149,0.00371,0.00180,0.01884
1666059876.051311731338501,0.01142,0.00068,0.00292,0.00217,0.00064,0.00169,0.01951
1666059876.151310920715332,0.01053,0.00057,0.00046,0.00206,0.00218,0.00133,0.01712
1666059876.251309871673584,0.01018,0.00060,0.00095,0.00333,0.00107,0.00382,0.01995
1666059876.351309061050415,0.00859,0.00091,0.00733,0.00370,0.00000,0.00161,0.02214
1666059876.451309204101562,0.01177,0.00114,0.00402,0.00667,0.00310,0.00151,0.02821
1666059876.551305532455444,0.00709,0.00080,0.00818,0.00246,0.00338,0.00139,0.02330
1666059876.651316404342651,0.00412,0.00058,0.00249,0.00955,0.00087,0.00215,0.01976
1666059876.751317024230957,0.00460,0.00034,0.00104,0.00250,0.00048,0.00166,0.01063
1666059876.851320743560791,0.01692,0.00113,0.00559,0.00310,0.00070,0.00175,0.02919
1666059876.951326847076416,0.01024,0.00061,0.00106,0.00287,0.00354,0.00131,0.01963
1666059877.051327943801880,0.01154,0.00093,0.00331,0.00830,0.00342,0.00137,0.02887
1666059877.151326179504395,0.01529,0.00079,0.00168,0.00339,0.00012,0.00213,0.02340
1666059877.251322984695435,0.01075,0.00049,0.00275,0.00164,0.00010,0.00126,0.01701
1666059877.351322889328003,0.00875,0.00061,0.00104,0.00496,0.00005,0.00296,0.01838
1666059877.451323270797729,0.01033,0.00228,0.00116,0.00161,0.00002,0.00143,0.01684
1666059877.551325321197510,0.00675,0.00038,0.00037,0.00124,0.00209,0.00139,0.01221
1666059877.651324748992920,0.00768,0.00042,0.00081,0.00141,0.00219,0.00157,0.01408
1666059877.751322746276855,0.00796,0.00043,0.00171,0.00398,0.00014,0.00282,0.01704
1666059877.851320981979370,0.01253,0.00078,0.00167,0.00199,0.00334,0.00349,0.02380
1666059877.951321363449097,0.00875,0.00053,0.00178,0.00350,0.00027,0.00791,0.02275
1666059878.051322460174561,0.00514,0.00050,0.00056,0.00197,0.00136,0.00591,0.01544
1666059878.151324987411499,0.01072,0.00054,0.00155,0.00219,0.00077,0.00737,0.02313
1666059878.251326322555542,0.01285,0.00042,0.00163,0.00123,0.00010,0.00166,0.01788
1666059878.351324558258057,0.01168,0.00258,0.00414,0.00125,0.00197,0.00239,0.02400
1666059878.451330661773682,0.00499,0.00046,0.00309,0.00186,0.00750,0.00172,0.01963
1666059878.551323175430298,0.01526,0.00082,0.00306,0.00201,0.00588,0.00253,0.02957
1666059878.651321172714233,0.01897,0.00083,0.01012,0.00616,0.00890,0.00496,0.04993
1666059878.751321792602539,0.00821,0.00037,0.00111,0.00164,0.00097,0.00266,0.01497
1666059878.851321458816528,0.00457,0.00034,0.00072,0.00168,0.00183,0.00147,0.01061
1666059878.951321363449097,0.01088,0.00151,0.00252,0.00263,0.00195,0.00402,0.02351
1666059879.051321268081665,0.00730,0.00051,0.00062,0.00198,0.00014,0.00347,0.01401
1666059879.151321649551392,0.01432,0.00061,0.00751,0.00488,0.00149,0.00157,0.03039
1666059879.251321315765381,0.01481,0.00070,0.00108,0.00273,0.00019,0.00397,0.02347
1666059879.351318597793579,0.00816,0.00036,0.00156,0.00159,0.00000,0.00179,0.01346
1666059879.451322555541992,0.00545,0.00036,0.00120,0.00117,0.00009,0.00127,0.00954
1666059879.551323652267456,0.00719,0.00081,0.00203,0.00749,0.00248,0.00167,0.02166
1666059879.651323556900024,0.00771,0.00269,0.00075,0.00202,0.00179,0.00189,0.01687
1666059879.751325607299805,0.01296,0.00063,0.00221,0.00135,0.00009,0.00149,0.01875
1666059879.851324558258057,0.01199,0.00058,0.00092,0.00207,0.00407,0.00195,0.02160
1666059879.951320886611938,0.00451,0.00036,0.00094,0.00119,0.00064,0.00172,0.00937
1666059880.051317691802979,0.01368,0.00065,0.00461,0.00311,0.00054,0.00147,0.02407
1666059880.151315450668335,0.00864,0.00040,0.00238,0.00147,0.00048,0.00162,0.01499
1666059880.251317024230957,0.00611,0.00042,0.00056,0.00246,0.00130,0.00484,0.01569
1666059880.351314067840576,0.01263,0.00037,0.00150,0.00121,0.00523,0.00142,0.02236
1666059880.451310634613037,0.00772,0.00035,0.00141,0.00136,0.00021,0.00141,0.01247
1666059880.551316261291504,0.00729,0.00059,0.00118,0.00327,0.00546,0.00152,0.01932
1666059880.651314496994019,0.00314,0.00033,0.00151,0.00223,0.00042,0.00333,0.01097
1666059880.751316308975220,0.01372,0.00091,0.00182,0.00663,0.00009,0.00325,0.02642
1666059880.851316452026367,0.01195,0.00074,0.00469,0.00168,0.00142,0.00169,0.02218
1666059880.951315879821777,0.01308,0.00053,0.00132,0.00192,0.00172,0.00367,0.02226
1666059881.051315546035767,0.00556,0.00070,0.00115,0.00697,0.00193,0.00189,0.01820
1666059881.151314735412598,0.00970,0.00059,0.00153,0.00178,0.00263,0.00317,0.01940
1666059881.251317262649536,0.00697,0.00084,0.00315,0.00742,0.00220,0.00167,0.02225
1666059881.351317405700684,0.01086,0.00087,0.00089,0.00242,0.00060,0.00162,0.01725
1666059881.451315879821777,0.01208,0.00066,0.00579,0.00415,0.00257,0.00146,0.02670
1666059881.551317214965820,0.01431,0.00071,0.00256,0.00518,0.00021,0.00171,0.02468
1666059881.651317119598389,0.00597,0.00037,0.00305,0.00151,0.00317,0.00164,0.01572
1666059881.751312494277954,0.00470,0.00074,0.00121,0.00813,0.00002,0.00226,0.01706
1666059881.851317167282104,0.01387,0.00078,0.00303,0.00477,0.00352,0.00136,0.02734
1666059881.951322555541992,0.00685,0.00084,0.00046,0.00624,0.00122,0.00210,0.01770
1666059882.051323175430298,0.01366,0.00082,0.00105,0.00204,0.00431,0.00153,0.02342
1666059882.151328325271606,0.01163,0.00072,0.00074,0.00708,0.00014,0.00194,0.02225
1666059882.251329421997070,0.00964,0.00186,0.00414,0.00452,0.00467,0.00474,0.02958
1666059882.351333141326904,0.00563,0.00076,0.00151,0.00921,0.00155,0.00152,0.02018
1666059882.451334953308105,0.01222,0.00094,0.00219,0.00402,0.00701,0.00175,0.02812
1666059882.551335334777832,0.01633,0.00156,0.00431,0.00542,0.00079,0.00212,0.03052
1666059882.651333808898926,0.00917,0.00098,0.00972,0.00260,0.00164,0.00299,0.02711
1666059882.751337051391602,0.01101,0.00077,0.00347,0.00208,0.00007,0.00142,0.01881
1666059882.851338148117065,0.01605,0.00189,0.00481,0.00843,0.00855,0.00166,0.04139
1666059882.951339960098267,0.00785,0.00097,0.00177,0.01003,0.00076,0.00167,0.02306
1666059883.051340103149414,0.01101,0.00078,0.00524,0.00313,0.00000,0.00248,0.02264
1666059883.151341676712036,0.01407,0.00103,0.01022,0.00296,0.00005,0.00161,0.02995
1666059883.251342058181763,0.01117,0.00059,0.00183,0.00775,0.00078,0.00248,0.02460
1666059883.351342201232910,0.00518,0.00069,0.00480,0.00215,0.00008,0.00160,0.01449
1666059883.451344728469849,0.00474,0.00036,0.00204,0.00180,0.00142,0.00131,0.01167
1666059883.551345586776733,0.00894,0.00040,0.00092,0.00245,0.00009,0.00201,0.01482
1666059883.651345729827881,0.00384,0.00034,0.00075,0.00158,0.00179,0.00143,0.00973
1666059883.751346111297607,0.01515,0.00150,0.00334,0.00196,0.00009,0.00155,0.02359
1666059883.851345777511597,0.00705,0.00085,0.00355,0.01007,0.00453,0.00218,0.02823
1666059883.951347351074219,0.01209,0.00075,0.00112,0.00258,0.00234,0.00259,0.02148
1666059884.051346302032471,0.00725,0.00045,0.00539,0.00185,0.00147,0.00151,0.01792
1666059884.151346206665039,0.01269,0.00084,0.00096,0.00412,0.00168,0.00400,0.02429
1666059884.251345396041870,0.01265,0.00077,0.00958,0.00317,0.00226,0.00129,0.02973
1666059884.351345777511597,0.00576,0.00034,0.00142,0.00187,0.00201,0.00268,0.01409
1666059884.451346158981323,0.00687,0.00219,0.00250,0.00184,0.00048,0.00137,0.01526
1666059884.551346302032471,0.01181,0.00037,0.00053,0.00178,0.00100,0.00278,0.01828
1666059884.651346206665039,0.00773,0.00069,0.00574,0.00383,0.00167,0.00135,0.02100
1666059884.751346111297607,0.00811,0.00070,0.00561,0.00235,0.00206,0.00150,0.02033
1666059884.851346969604492,0.01468,0.00059,0.00184,0.00406,0.00003,0.00328,0.02448
1666059884.951347112655640,0.00463,0.00036,0.00061,0.00154,0.00050,0.00194,0.00958
1666059885.051344156265259,0.01321,0.00074,0.00376,0.00440,0.00076,0.00270,0.02557
1666059885.151344060897827,0.00622,0.00080,0.00183,0.00780,0.00849,0.00399,0.02914
1666059885.251344203948975,0.00984,0.00066,0.00354,0.00170,0.00054,0.00132,0.01760
1666059885.351344347000122,0.02102,0.00165,0.00540,0.00351,0.00129,0.00474,0.03762
1666059885.451344490051270,0.01300,0.00066,0.00235,0.00176,0.00641,0.00137,0.02555
1666059885.551345109939575,0.00980,0.00100,0.00545,0.00135,0.00467,0.00130,0.02356
1666059885.651346206665039,0.01349,0.00074,0.00158,0.00232,0.00068,0.00323,0.02204
1666059885.751346826553345,0.01178,0.00069,0.00176,0.00759,0.00135,0.00243,0.02559
1666059885.851346731185913,0.00471,0.00099,0.00239,0.00466,0.00017,0.00205,0.01497
1666059885.951335906982422,0.00686,0.00049,0.00086,0.00237,0.00384,0.00197,0.01639
1666059886.051340103149414,0.00641,0.00059,0.00074,0.00173,0.00732,0.00167,0.01846
1666059886.151342868804932,0.00739,0.00040,0.00050,0.00118,0.00045,0.00173,0.01165
1666059886.251344203948975,0.00487,0.00033,0.00138,0.00120,0.00043,0.00128,0.00950
1666059886.351343393325806,0.00331,0.00037,0.00114,0.00134,0.00056,0.00193,0.00864
1666059886.451341867446899,0.01233,0.00045,0.00216,0.00108,0.00618,0.00162,0.02382
1666059886.551343441009521,0.01369,0.00221,0.00419,0.00167,0.00148,0.00179,0.02502
1666059886.651347160339355,0.00450,0.00038,0.00107,0.00118,0.00048,0.00153,0.00915
1666059886.751353025436401,0.00611,0.00045,0.00060,0.00133,0.00277,0.00487,0.01612
1666059886.851363658905029,0.00900,0.00202,0.00306,0.00232,0.00281,0.00160,0.02082
1666059886.951369524002075,0.01254,0.00154,0.00315,0.00222,0.00276,0.00421,0.02643
1666059887.051375865936279,0.00559,0.00033,0.00149,0.00100,0.00088,0.00144,0.01074
1666059887.151378154754639,0.00338,0.00031,0.00103,0.00175,0.00460,0.00178,0.01285
1666059887.251384735107422,0.01222,0.00046,0.00155,0.00113,0.00002,0.00140,0.01678
1666059887.351385593414307,0.00335,0.00032,0.00059,0.00083,0.00213,0.00249,0.00971
1666059887.451386451721191,0.00688,0.00201,0.00063,0.00174,0.00163,0.00134,0.01424
1666059887.551385879516602,0.00331,0.00034,0.00048,0.00121,0.00490,0.00626,0.01651
1666059887.651384115219116,0.00907,0.00262,0.00494,0.00264,0.00084,0.00514,0.02525
1666059887.751383781433105,0.01825,0.00079,0.00370,0.00444,0.00494,0.00173,0.03385
1666059887.851382732391357,0.01002,0.00050,0.00106,0.00283,0.00208,0.00203,0.01853
1666059887.951382160186768,0.00907,0.00050,0.00066,0.00150,0.00104,0.00250,0.01527
1666059888.051382303237915,0.00914,0.00048,0.00322,0.00272,0.00374,0.00133,0.02063
1666059888.151383399963379,0.00779,0.00107,0.00176,0.00739,0.00448,0.00263,0.02511
1666059888.251384258270264,0.01487,0.00063,0.00069,0.00238,0.00037,0.00388,0.02282
1666059888.351384878158569,0.00702,0.00042,0.00135,0.00388,0.00409,0.00135,0.01810
1666059888.451386213302612,0.00585,0.00053,0.00184,0.00222,0.00536,0.00162,0.01742
1666059888.551387548446655,0.01570,0.00048,0.00140,0.00126,0.00088,0.00162,0.02134
1666059888.651389360427856,0.01216,0.00068,0.00405,0.00831,0.00215,0.00199,0.02934
1666059888.751387119293213,0.01131,0.00065,0.00329,0.00307,0.00430,0.00375,0.02637
1666059888.851386308670044,0.01654,0.00138,0.00650,0.00512,0.00231,0.00410,0.03596
1666059888.951383590698242,0.00790,0.00053,0.00093,0.00355,0.00043,0.00213,0.01548
1666059889.051387786865234,0.01152,0.00067,0.00147,0.00224,0.00162,0.00554,0.02306
1666059889.151399374008179,0.00819,0.00084,0.00102,0.00565,0.00367,0.00166,0.02102
1666059889.251410007476807,0.01233,0.00076,0.00201,0.00164,0.00381,0.00335,0.02390
1666059889.351420164108276,0.01402,0.00164,0.01142,0.00552,0.00968,0.00166,0.04394
1666059889.451429843902588,0.00687,0.00075,0.00479,0.00606,0.00073,0.00173,0.02094
1666059889.551438808441162,0.01296,0.00064,0.00452,0.00450,0.00228,0.00338,0.02828
1666059889.651444435119629,0.01239,0.00084,0.00610,0.00439,0.00250,0.00171,0.02793
1666059889.751451253890991,0.00872,0.00038,0.00557,0.00240,0.00084,0.00253,0.02044
1666059889.851455450057983,0.00415,0.00049,0.00050,0.00361,0.00018,0.00484,0.01378
1666059889.951457977294922,0.00522,0.00034,0.00051,0.00145,0.00045,0.00196,0.00995
1666059890.051460981369019,0.01053,0.00222,0.00361,0.00301,0.00189,0.00176,0.02302
1666059890.151464700698853,0.00698,0.00131,0.00726,0.00394,0.00000,0.00366,0.02314
1666059890.251467466354370,0.01086,0.00056,0.00234,0.00158,0.00498,0.00398,0.02431
1666059890.351472139358521,0.00605,0.00038,0.00036,0.00142,0.00055,0.00131,0.01008
1666059890.451477527618408,0.00898,0.00083,0.00841,0.00679,0.00206,0.00501,0.03208
1666059890.551481723785400,0.01521,0.00070,0.00264,0.00183,0.00567,0.00196,0.02802
1666059890.651478290557861,0.01287,0.00053,0.00113,0.00146,0.00368,0.00273,0.02240
1666059890.751478672027588,0.01015,0.00161,0.00157,0.00171,0.00250,0.00238,0.01991
1666059890.851476192474365,0.00475,0.00033,0.00044,0.00095,0.00040,0.00156,0.00842
1666059890.951474189758301,0.00818,0.00060,0.00331,0.00341,0.00243,0.00152,0.01946
1666059891.051470756530762,0.01122,0.00260,0.00612,0.00311,0.00549,0.00401,0.03255
1666059891.151473760604858,0.01246,0.00084,0.00477,0.00400,0.00084,0.00229,0.02520
1666059891.251474142074585,0.01527,0.00108,0.00183,0.00122,0.00220,0.00425,0.02585
1666059891.351474285125732,0.00784,0.00057,0.00667,0.00195,0.00000,0.00185,0.01889
1666059891.451475143432617,0.00914,0.00084,0.00560,0.00150,0.00018,0.00175,0.01901
1666059891.551473379135132,0.01462,0.00086,0.00316,0.00126,0.00302,0.00393,0.02685
1666059891.651473283767700,0.00985,0.00095,0.00321,0.00406,0.00000,0.00450,0.02258
1666059891.751472949981689,0.00505,0.00042,0.00052,0.00211,0.00363,0.00197,0.01370
1666059891.851473093032837,0.01424,0.00088,0.00174,0.00591,0.00015,0.00186,0.02478
1666059891.951474428176880,0.01092,0.00055,0.00089,0.00183,0.00116,0.00151,0.01685
1666059892.051474094390869,0.00953,0.00084,0.00082,0.00158,0.00239,0.00137,0.01653
1666059892.151473999023438,0.00506,0.00034,0.00134,0.00111,0.00203,0.00161,0.01150
1666059892.251474618911743,0.00737,0.00256,0.00334,0.00385,0.00005,0.00206,0.01922
1666059892.351474523544312,0.00660,0.00057,0.00168,0.00581,0.00267,0.00215,0.01948
1666059892.451474666595459,0.01038,0.00067,0.00113,0.00310,0.00390,0.00474,0.02390
1666059892.551473855972290,0.00687,0.00078,0.00750,0.00557,0.00446,0.00201,0.02718
1666059892.651473760604858,0.01554,0.00211,0.00386,0.00268,0.00292,0.00438,0.03149
1666059892.751473903656006,0.00368,0.00038,0.00234,0.00154,0.00554,0.00294,0.01642
1666059892.851473331451416,0.01358,0.00078,0.00398,0.00621,0.00069,0.00185,0.02710
1666059892.951472520828247,0.01480,0.00092,0.00409,0.00506,0.00153,0.00155,0.02795
1666059893.051472663879395,0.00616,0.00085,0.00533,0.00488,0.00436,0.00390,0.02549
1666059893.151472330093384,0.00715,0.00042,0.00042,0.00185,0.00213,0.00163,0.01359
1666059893.251472473144531,0.00592,0.00085,0.00134,0.00260,0.00099,0.00593,0.01763
1666059893.351475954055786,0.01497,0.00164,0.00287,0.00176,0.00049,0.00289,0.02463
1666059893.451495170593262,0.00950,0.00061,0.00187,0.00152,0.01367,0.00139,0.02857
1666059893.551511526107788,0.01165,0.00051,0.00136,0.00496,0.00090,0.00220,0.02157
1666059893.651527881622314,0.00373,0.00040,0.00141,0.00270,0.00515,0.00161,0.01500
1666059893.751541614532471,0.01055,0.00057,0.00052,0.00261,0.00144,0.00165,0.01734
1666059893.851553916931152,0.00636,0.00042,0.00052,0.00203,0.00095,0.00129,0.01158
1666059893.951565504074097,0.00684,0.00069,0.00957,0.00441,0.00009,0.00142,0.02303
1666059894.051570177078247,0.00433,0.00046,0.00186,0.00569,0.00243,0.00150,0.01628
1666059894.151577949523926,0.00663,0.00065,0.00257,0.00545,0.00009,0.00261,0.01801
1666059894.251586675643921,0.00785,0.00265,0.00249,0.00269,0.00004,0.00315,0.01888
1666059894.351587533950806,0.00699,0.00038,0.00164,0.00295,0.00078,0.00168,0.01443
1666059894.451595067977905,0.01147,0.00262,0.00253,0.00257,0.00101,0.00129,0.02149
1666059894.551602125167847,0.01354,0.00152,0.00181,0.00372,0.00014,0.00426,0.02500
1666059894.651604413986206,0.00351,0.00034,0.00214,0.00147,0.00754,0.00169,0.01669
1666059894.751604318618774,0.01333,0.00083,0.00207,0.01109,0.00020,0.00342,0.03095
1666059894.851605176925659,0.00681,0.00076,0.00110,0.00549,0.00336,0.00180,0.01931
1666059894.951601743698120,0.01179,0.00087,0.00112,0.00806,0.00001,0.00253,0.02439
1666059895.051604747772217,0.01342,0.00121,0.00293,0.00202,0.00060,0.00369,0.02388
1666059895.151602506637573,0.00974,0.00255,0.00293,0.00507,0.00732,0.00218,0.02980
1666059895.251599550247192,0.01360,0.00039,0.00038,0.00137,0.00161,0.00310,0.02044
1666059895.351596832275391,0.01437,0.00052,0.00167,0.00142,0.00429,0.00244,0.02472
1666059895.451595544815063,0.01648,0.00235,0.00239,0.00206,0.00014,0.00308,0.02649
1666059895.551595926284790,0.01033,0.00265,0.00480,0.00233,0.00895,0.00193,0.03099
1666059895.651598215103149,0.01177,0.00058,0.00057,0.00357,0.00322,0.00219,0.02189
1666059895.751596927642822,0.01011,0.00230,0.00407,0.00314,0.00004,0.00155,0.02121
1666059895.851596593856812,0.01023,0.00102,0.00179,0.00733,0.00189,0.00141,0.02368
1666059895.951594114303589,0.00732,0.00081,0.00207,0.00592,0.00079,0.00205,0.01896
1666059896.051594257354736,0.00639,0.00040,0.00143,0.00484,0.00235,0.00153,0.01694
1666059896.151594638824463,0.00710,0.00036,0.00194,0.00246,0.00078,0.00459,0.01723
1666059896.251593828201294,0.01278,0.00060,0.00008,0.00282,0.00000,0.00191,0.01820
1666059896.351593017578125,0.01381,0.00053,0.00716,0.00206,0.00058,0.00203,0.02618
1666059896.451592206954956,0.01237,0.00060,0.00174,0.00737,0.00412,0.00172,0.02792
1666059896.551593065261841,0.01117,0.00171,0.01282,0.00848,0.00006,0.00256,0.03680
1666059896.651593923568726,0.01247,0.00091,0.00856,0.00282,0.00057,0.00163,0.02696
1666059896.751592636108398,0.00691,0.00041,0.00211,0.00428,0.00163,0.00209,0.01743
1666059896.851593732833862,0.01676,0.00120,0.00612,0.00686,0.00004,0.00176,0.03274
1666059896.951593875885010,0.00371,0.00034,0.00176,0.00210,0.00145,0.00194,0.01130
1666059897.051573514938354,0.00869,0.00286,0.00229,0.00322,0.00110,0.00161,0.01976
1666059897.151557207107544,0.01007,0.00062,0.00347,0.00598,0.00004,0.00173,0.02191
1666059897.251538515090942,0.00803,0.00042,0.00203,0.00208,0.00051,0.00141,0.01449
1666059897.351522445678711,0.00677,0.00035,0.00234,0.00425,0.00275,0.00194,0.01840
1666059897.451508045196533,0.01554,0.00079,0.00279,0.00717,0.00006,0.00184,0.02819
1666059897.551493167877197,0.00984,0.00077,0.00844,0.00331,0.00100,0.00140,0.02475
1666059897.651480197906494,0.01488,0.00077,0.00478,0.00322,0.00109,0.00141,0.02616
1666059897.751467227935791,0.00873,0.00077,0.00416,0.00253,0.00251,0.00196,0.02068
1666059897.851457834243774,0.01487,0.00076,0.00775,0.00252,0.00192,0.00128,0.02910
1666059897.951451063156128,0.00473,0.00050,0.00145,0.00357,0.00073,0.00321,0.01420
1666059898.051447868347168,0.00667,0.00094,0.00519,0.00416,0.00271,0.00147,0.02114
1666059898.151441574096680,0.01611,0.00089,0.00504,0.00447,0.00069,0.00147,0.02866
1666059898.251437902450562,0.01095,0.00275,0.00264,0.00228,0.00000,0.00158,0.02020
1666059898.351429462432861,0.01789,0.00276,0.00887,0.00254,0.00821,0.00321,0.04348
1666059898.451426029205322,0.01500,0.00071,0.00040,0.00566,0.00248,0.00199,0.02625
1666059898.551425457000732,0.01562,0.00146,0.00109,0.00695,0.00394,0.00197,0.03102
1666059898.651429414749146,0.01151,0.00177,0.00598,0.00435,0.00177,0.00244,0.02784
1666059898.751435041427612,0.02202,0.00054,0.00499,0.00250,0.00071,0.00296,0.03372
1666059898.851437091827393,0.00395,0.00039,0.00087,0.00377,0.00000,0.00632,0.01530
1666059898.951438426971436,0.00671,0.00073,0.00235,0.00887,0.00008,0.00269,0.02142
1666059899.051440000534058,0.01673,0.00130,0.00265,0.00577,0.00001,0.00356,0.03002
1666059899.151441574096680,0.01205,0.00050,0.00351,0.00164,0.00653,0.00168,0.02591
1666059899.251441001892090,0.01307,0.00077,0.00284,0.00750,0.00280,0.00179,0.02875
1666059899.351438999176025,0.01063,0.00265,0.00693,0.00227,0.00062,0.00293,0.02602
1666059899.451441287994385,0.01922,0.00055,0.01210,0.00703,0.00593,0.00261,0.04745
1666059899.551444053649902,0.00746,0.00211,0.00659,0.00354,0.00180,0.00313,0.02463
1666059899.651444911956787,0.00977,0.00063,0.00756,0.00231,0.00052,0.00170,0.02248
1666059899.751445055007935,0.01059,0.00193,0.00392,0.00381,0.00001,0.00344,0.02371
1666059899.851450443267822,0.01160,0.00081,0.00865,0.00202,0.00197,0.00178,0.02684
1666059899.951448678970337,0.01874,0.00051,0.00476,0.00251,0.00008,0.00430,0.03090
1666059900.051446199417114,0.00531,0.00077,0.00181,0.00198,0.00003,0.00158,0.01148
1666059900.151446104049683,0.01149,0.00061,0.00823,0.00162,0.00206,0.00139,0.02539
1666059900.251447677612305,0.00556,0.00068,0.00018,0.00844,0.00000,0.00224,0.01711
1666059900.351447582244873,0.00646,0.00063,0.00821,0.00282,0.00305,0.00369,0.02486
1666059900.451448678970337,0.01124,0.00188,0.00155,0.00275,0.00005,0.00171,0.01918
1666059900.551448583602905,0.00485,0.00059,0.00211,0.00636,0.00388,0.00166,0.01944
1666059900.651446342468262,0.00700,0.00036,0.00098,0.00165,0.00007,0.00197,0.01204
1666059900.751446723937988,0.01331,0.00102,0.00588,0.00374,0.00381,0.00158,0.02934
1666059900.851444959640503,0.00497,0.00050,0.00153,0.00267,0.00011,0.00422,0.01399
1666059900.951447486877441,0.02027,0.00054,0.00154,0.00166,0.00000,0.00425,0.02827
1666059901.051447629928589,0.01150,0.00273,0.00242,0.00241,0.00103,0.00389,0.02397
1666059901.151451349258423,0.00975,0.00285,0.00275,0.00156,0.00224,0.00251,0.02166
1666059901.251452445983887,0.01233,0.00072,0.00099,0.00209,0.00891,0.00145,0.02649
1666059901.351454734802246,0.01430,0.00040,0.00298,0.00151,0.00017,0.00178,0.02114
1666059901.451454639434814,0.00827,0.00090,0.00068,0.00652,0.00000,0.00254,0.01892
